,asset,time,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
0,eth,2016-01-01T00:00:00.000000000Z,2433,2.16605632,70101158.58,0.483217173,264.8142656,0.92037,76166279.41,8233,264718.2108,1.362125575
1,eth,2016-01-02T00:00:00.000000000Z,2486,2.22649136,72383218.21,0.480767234,370.2218974,0.94999,76193663.31,9164,195513.0659,1.365053563
2,eth,2016-01-03T00:00:00.000000000Z,2528,2.23809044,72948617.98,0.494175133,234.2116693,0.957062928,76221339.09,9258,311464.4893,1.369429618
3,eth,2016-01-04T00:00:00.000000000Z,2623,2.22238525,72436321.73,0.491669516,626.14101,0.95,76248759.72,9474,115686.9149,1.370961344
4,eth,2016-01-05T00:00:00.000000000Z,2620,2.20757338,71898322.16,0.492788266,111.4692981,0.9426,76276598.94,16430,645005.606,1.384049259
5,eth,2016-01-06T00:00:00.000000000Z,2743,2.22774819,72489013.19,0.49624981,159.1110719,0.95,76304224.41,17074,455587.4855,1.390600212
6,eth,2016-01-07T00:00:00.000000000Z,2788,2.20804468,71747363.14,0.473369433,251.8267143,0.939947483,76331246.59,22075,284907.6729,1.394880456
7,eth,2016-01-08T00:00:00.000000000Z,2696,2.29828206,75213854.66,0.497670878,446.0087305,0.985,76359243.31,10919,168637.6286,1.396988252
8,eth,2016-01-09T00:00:00.000000000Z,2767,2.26559203,74088362.59,0.497718313,327.4413996,0.969910046,76386839.09,11793,226264.494,1.399907254
9,eth,2016-01-10T00:00:00.000000000Z,2909,2.3247523,76414127.06,0.4915948,659.1491771,1,76414127.06,10320,115928.4267,1.401256972
10,eth,2016-01-11T00:00:00.000000000Z,3053,2.4620569,81861323.16,0.521793689,195.0808996,1.070906733,76441132.22,10893,419627.5665,1.407369112
11,eth,2016-01-12T00:00:00.000000000Z,3070,2.63709005,90036108.01,0.507370322,104.264734,1.17745,76467033,10862,863533.6658,1.419866421
12,eth,2016-01-13T00:00:00.000000000Z,2908,2.56117759,87006079.41,0.491295877,207.7862428,1.13743,76493568.31,17665,418728.7773,1.425042381
13,eth,2016-01-14T00:00:00.000000000Z,2835,2.61281352,89216820.09,0.514954912,278.7929563,1.165920696,76520487.53,10653,320011.0264,1.428896461
14,eth,2016-01-15T00:00:00.000000000Z,3217,2.81991099,98814204.74,0.529688525,99.83338549,1.290891047,76547284.87,9875,989791.1831,1.440829304
15,eth,2016-01-16T00:00:00.000000000Z,2774,2.66310578,92791374.8,0.537548256,173.2106023,1.21179,76573808,10664,535714.1744,1.447819013
16,eth,2016-01-17T00:00:00.000000000Z,2667,2.64132391,100418299.6,0.528553524,246.1999678,1.310936879,76600407.84,9747,407872.9192,1.45223643
17,eth,2016-01-18T00:00:00.000000000Z,3137,2.7990783,112353934,0.555148744,39.59072445,1.466244182,76627028,12916,2837885.276,1.484657968
18,eth,2016-01-19T00:00:00.000000000Z,2933,2.61101411,103715244.4,0.548841035,85.54136506,1.353046598,76653120.81,13420,1212457.205,1.500390834
19,eth,2016-01-20T00:00:00.000000000Z,3455,2.7676534,111693248.5,0.54909785,154.1408216,1.45662153,76679663.31,10610,724618.2248,1.507725378
20,eth,2016-01-21T00:00:00.000000000Z,3047,2.8235497,114746182.1,0.551330029,189.8164103,1.49593,76705582.53,10734,604511.3903,1.513676395
21,eth,2016-01-22T00:00:00.000000000Z,3114,2.83956376,116632393,0.573484339,91.07376745,1.52,76731837.53,13848,1280636.525,1.525149613
22,eth,2016-01-23T00:00:00.000000000Z,3519,3.58174779,154455536.3,0.573856659,84.59819849,2.012250536,76757607.22,11025,1825754.437,1.539616484
23,eth,2016-01-24T00:00:00.000000000Z,3936,3.62872686,161354508,0.606592233,49.84802232,2.101384785,76784846.44,12798,3236928.98,1.565083472
24,eth,2016-01-25T00:00:00.000000000Z,4148,4.16871915,194616541.8,0.583595334,46.66771342,2.53372159,76810547.22,17121,4170260.926,1.592616343
25,eth,2016-01-26T00:00:00.000000000Z,4417,3.87587743,182918408.7,0.632694229,65.30038353,2.380586704,76837532.69,16511,2801184.293,1.611841392
26,eth,2016-01-27T00:00:00.000000000Z,4172,3.88137912,184573406.7,0.62410432,68.36154897,2.401309818,76863637.22,18747,2699959.399,1.627926715
27,eth,2016-01-28T00:00:00.000000000Z,4568,4.03478121,195797300.3,0.612189118,106.9876544,2.546453319,76890198.16,16765,1830092.467,1.639419533
28,eth,2016-01-29T00:00:00.000000000Z,4424,3.91742164,191339869.8,0.627430339,100.4082709,2.487635451,76916362.37,16395,1905618.612,1.650180759
29,eth,2016-01-30T00:00:00.000000000Z,4449,3.77984548,187791386.9,0.631555552,79.02299435,2.44067,76942555.5,14661,2376414.466,1.668109852
30,eth,2016-01-31T00:00:00.000000000Z,4497,3.52024342,172614493.9,0.603217919,80.00974716,2.24267178,76968237.37,14166,2157418.315,1.681836785
31,eth,2016-02-01T00:00:00.000000000Z,4303,2.97920958,166878042.1,0.633803359,143.6508254,2.167397367,76994668.62,14199,1161692.191,1.689376473
32,eth,2016-02-02T00:00:00.000000000Z,4261,3.28311151,188433045.4,0.612175714,136.1843771,2.44653,77020533.31,14291,1383661.249,1.696965883
33,eth,2016-02-03T00:00:00.000000000Z,4423,3.34432539,194931022.6,0.653326625,137.5052571,2.53,77047835.03,14274,1417625.964,1.70456168
34,eth,2016-02-04T00:00:00.000000000Z,4210,3.34470424,196545108.5,0.651291683,267.2689497,2.55007,77074397.37,14371,735383.2486,1.708365482
35,eth,2016-02-05T00:00:00.000000000Z,4808,3.1728161,197726172.6,0.652829193,144.46078,2.56451,77100955.97,15249,1368718.711,1.715262611
36,eth,2016-02-06T00:00:00.000000000Z,3957,3.15461147,196599034.7,0.627185343,374.9006532,2.54902,77127301.75,31418,524403.0199,1.71776293
37,eth,2016-02-07T00:00:00.000000000Z,4143,3.33669411,223597738.4,0.650706899,95.99946407,2.898071101,77153986.44,14264,2329156.111,1.728912232
38,eth,2016-02-08T00:00:00.000000000Z,4647,3.57093132,245725570.1,0.67737717,61.39494996,3.183772193,77180638.31,14719,4002374.305,1.747585211
39,eth,2016-02-09T00:00:00.000000000Z,4872,4.14490261,300604098.7,0.658323779,60.46787613,3.893476765,77207112.53,15517,4971302.416,1.767592103
40,eth,2016-02-10T00:00:00.000000000Z,6143,4.08873952,338102777.7,0.669734948,38.72707624,4.377682845,77233273.78,17141,8730397.708,1.796017091
41,eth,2016-02-11T00:00:00.000000000Z,8046,5.06499071,453664650.7,0.69713944,48.66420476,5.871940323,77259751.59,21440,9322347.975,1.819233197
42,eth,2016-02-12T00:00:00.000000000Z,6614,4.55004515,422787001.8,0.672942439,40.3360181,5.470403844,77286250.5,18109,10481624.65,1.846305586
43,eth,2016-02-13T00:00:00.000000000Z,6183,4.34342257,403481065,0.713276558,74.16487009,5.218790624,77313135.19,19327,5440325.919,1.862712889
44,eth,2016-02-14T00:00:00.000000000Z,5643,3.55259197,398750211.4,0.721950337,91.51458947,5.155843983,77339464.25,16624,4357231.057,1.874029308
45,eth,2016-02-15T00:00:00.000000000Z,5776,3.51569827,398641211.9,0.741261713,120.7118675,5.152687376,77365689.56,17159,3302419.391,1.883022263
46,eth,2016-02-16T00:00:00.000000000Z,5797,2.94045155,329873667.9,0.73863012,63.66376783,4.262366795,77392135.34,17549,5181497.721,1.89984853
47,eth,2016-02-17T00:00:00.000000000Z,5846,2.64807663,295037737.9,0.715234188,120.7487375,3.810980289,77417807.37,19990,2443402.258,1.909271163
48,eth,2016-02-18T00:00:00.000000000Z,5678,2.97167403,338184704.2,0.705043898,77.09301339,4.366827736,77444022.22,16969,4386710.148,1.923431355
49,eth,2016-02-19T00:00:00.000000000Z,6183,3.07514061,355252683.6,0.737348994,161.7718054,4.585640583,77470677.69,18412,2196011.121,1.929933262
50,eth,2016-02-20T00:00:00.000000000Z,5328,2.93386062,337150899.1,0.7492188,90.54006179,4.350489201,77497238.47,16714,3723775.889,1.944709524
51,eth,2016-02-21T00:00:00.000000000Z,6463,3.09085,358503162.9,0.758125164,193.7820959,4.624428605,77523775.03,17119,1850032.435,1.950209157
52,eth,2016-02-22T00:00:00.000000000Z,6109,3.65668403,433795077.5,0.79345498,118.3365784,5.593708536,77550532.84,18190,3665773.369,1.959916204
53,eth,2016-02-23T00:00:00.000000000Z,6178,3.64876153,435200353.3,0.792767179,150.046508,5.609936197,77576702.84,18482,2900436.399,1.966842233
54,eth,2016-02-24T00:00:00.000000000Z,6145,3.99644109,483799717.9,0.793471496,139.8696224,6.234281009,77603129.72,19540,3458933.467,1.975060616
55,eth,2016-02-25T00:00:00.000000000Z,6740,3.86721974,471390374.8,0.805837074,96.7507785,6.072274345,77629953.47,19503,4872212.732,1.986314533
56,eth,2016-02-26T00:00:00.000000000Z,6649,3.33886106,456275314.3,0.822234184,20.61664047,5.875550437,77656607.53,21068,22131409.58,2.037313833
57,eth,2016-02-27T00:00:00.000000000Z,6033,3.4736779,490235501.3,0.841438879,37.372287,6.310733888,77682803.62,18981,13117621.12,2.064748779
58,eth,2016-02-28T00:00:00.000000000Z,6648,3.54504607,505019542.9,0.857873661,106.6349749,6.498836068,77709229.41,19063,4735965.318,2.074158046
59,eth,2016-02-29T00:00:00.000000000Z,7332,3.34140044,492312028.7,0.833604938,120.1470197,6.333253431,77734458.94,20358,4097580.033,2.082696972
60,eth,2016-03-01T00:00:00.000000000Z,7800,3.54725879,585258049.4,0.845613917,67.73870978,7.5263757,77760940.03,21778,8639935,2.098794817
61,eth,2016-03-02T00:00:00.000000000Z,8668,3.42307194,662655932.1,0.882525018,23.37315117,8.518787908,77787584.25,23562,28351159.29,2.144025831
62,eth,2016-03-03T00:00:00.000000000Z,9175,3.57186608,722493178.5,0.905177588,41.70826487,9.284910244,77813695.5,24837,17322542.21,2.170369949
63,eth,2016-03-04T00:00:00.000000000Z,9118,3.47951158,776737643.1,0.932992444,58.53498031,9.978698143,77839577.06,24287,13269631.92,2.189131248
64,eth,2016-03-05T00:00:00.000000000Z,10229,3.54122008,837139607.1,0.979685497,29.72034489,10.75100628,77866163,27115,28167223.84,2.225440471
65,eth,2016-03-06T00:00:00.000000000Z,9887,3.54561837,855592604.7,0.98497696,52.12169419,10.98440672,77891562.69,27661,16415287.68,2.245513298
66,eth,2016-03-07T00:00:00.000000000Z,8216,3.085328,738415566.7,0.998500268,50.98270353,9.476884016,77917548.16,23271,14483648.68,2.265860776
67,eth,2016-03-08T00:00:00.000000000Z,9667,2.98989714,761728847,1.016172946,38.22275395,9.772849628,77943371.28,24105,19928675.16,2.292740072
68,eth,2016-03-09T00:00:00.000000000Z,9456,3.49687097,921368689,1.03171419,78.38133044,11.81709865,77969112.06,24557,11754950.88,2.306534087
69,eth,2016-03-10T00:00:00.000000000Z,9951,3.29736543,870873245,1.083308616,109.3088097,11.16565112,77995742.06,24814,7967091.104,2.316778567
70,eth,2016-03-11T00:00:00.000000000Z,9615,3.24988767,867831820.5,1.095506578,98.52097245,11.1229054,78022044.56,23124,8808599.824,2.328257798
71,eth,2016-03-12T00:00:00.000000000Z,10129,3.73441292,1036768512,1.142626972,61.04959983,13.28365882,78048414.72,27887,16982396.53,2.347568186
72,eth,2016-03-13T00:00:00.000000000Z,10304,3.83057849,1119609293,1.210061796,47.53690461,14.34005449,78075665.19,28127,23552423.16,2.37215664
73,eth,2016-03-14T00:00:00.000000000Z,10624,2.99608053,961544758.2,1.186514777,57.98579703,12.31138585,78102073.16,28528,16582418.58,2.392427032
74,eth,2016-03-15T00:00:00.000000000Z,10566,3.01175522,1019037820,1.216119863,69.59712751,13.04229902,78133296.75,29273,14641952.28,2.40825056
75,eth,2016-03-16T00:00:00.000000000Z,9828,2.95057147,992913292.8,1.239679604,89.74456421,12.70282095,78164786.91,27596,11063770.84,2.421492613
76,eth,2016-03-17T00:00:00.000000000Z,10415,2.72713865,864100619.1,1.270029848,57.42479924,11.05033061,78196811.44,33531,15047516.59,2.442884388
77,eth,2016-03-18T00:00:00.000000000Z,10940,2.69895933,848472850.2,1.262745262,35.87030141,10.84613985,78228094.25,31821,23653909.13,2.474666243
78,eth,2016-03-19T00:00:00.000000000Z,9708,2.60814953,821859623.3,1.312925383,116.4058892,10.50163306,78260173.31,34779,7060292.474,2.484023127
79,eth,2016-03-20T00:00:00.000000000Z,10253,2.47439658,801752398.6,1.355995923,137.099217,10.24057179,78291760.97,32447,5847972.118,2.491424916
80,eth,2016-03-21T00:00:00.000000000Z,10528,2.81484513,926936176.7,1.336962587,109.7453019,11.83476552,78323155.19,32511,8446249.277,2.501690192
81,eth,2016-03-22T00:00:00.000000000Z,9934,2.66823898,885097278.9,1.37483157,118.5757994,11.29600894,78354867.06,32890,7464400.69,2.509829465
82,eth,2016-03-23T00:00:00.000000000Z,10346,2.79046909,972398166.7,1.298471652,165.9876369,12.40522757,78386161.12,31786,5858256.586,2.516161664
83,eth,2016-03-24T00:00:00.000000000Z,10342,2.5067942,875760776.1,1.398188021,103.6362042,11.16782094,78418232.22,36947,8450336.278,2.527567865
84,eth,2016-03-25T00:00:00.000000000Z,10173,2.39004105,835973297.1,1.465677837,161.4825068,10.65611213,78450122.06,36762,5176865.988,2.533637965
85,eth,2016-03-26T00:00:00.000000000Z,9995,2.45980523,863469902.3,1.51216237,277.0160412,11.00213229,78482050.5,36646,3117039.355,2.536868009
86,eth,2016-03-27T00:00:00.000000000Z,10785,2.30401407,815477616.8,1.538338548,77.53025818,10.38643971,78513681.28,29974,10518185.23,2.550869728
87,eth,2016-03-28T00:00:00.000000000Z,11015,2.55981129,915585044,1.511688518,115.9112595,11.65682228,78544994.72,33613,7899017.297,2.560001433
88,eth,2016-03-29T00:00:00.000000000Z,12530,2.53185153,918476032,1.566397247,65.29543693,11.68895052,78576432.53,33915,14066465.82,2.575403562
89,eth,2016-03-30T00:00:00.000000000Z,12999,2.51034468,932784394.7,1.597137046,63.24082869,11.8662581,78608133,36767,14749718.09,2.592384872
90,eth,2016-03-31T00:00:00.000000000Z,12255,2.47382104,894957236.4,1.664706544,77.72601429,11.380502,78639521.91,32259,11514256.13,2.605564018
91,eth,2016-04-01T00:00:00.000000000Z,11105,2.5213166,915316842.7,1.672148492,250.2785323,11.63468257,78671406.59,33320,3657192.786,2.609401541
92,eth,2016-04-02T00:00:00.000000000Z,11011,2.51623501,914942115.6,1.61656737,262.9038549,11.62532648,78702487.84,29358,3480139.597,2.613149325
93,eth,2016-04-03T00:00:00.000000000Z,10977,2.50948861,914083789.6,1.69873018,447.4193701,11.60973994,78734217.53,29588,2043013.447,2.614888751
94,eth,2016-04-04T00:00:00.000000000Z,11850,2.40634853,876308812.5,1.778494673,202.7892273,11.12544643,78766170.66,34907,4321278.917,2.619548087
95,eth,2016-04-05T00:00:00.000000000Z,12303,2.25124264,822368328.2,1.794771013,138.4875703,10.43644489,78797745.5,39173,5938210.386,2.627277882
96,eth,2016-04-06T00:00:00.000000000Z,12049,2.28863445,845368123.1,1.783889134,143.8305562,10.72407408,78829008.16,32078,5877528.012,2.634405442
97,eth,2016-04-07T00:00:00.000000000Z,11965,2.15283663,795881766.9,1.698210375,132.4352247,10.09231544,78860175.5,31893,6009592.756,2.642593724
98,eth,2016-04-08T00:00:00.000000000Z,11777,2.07022028,766396612.4,1.846382597,195.7845025,9.714492462,78892089.87,34010,3914490.69,2.648530644
99,eth,2016-04-09T00:00:00.000000000Z,12119,1.94261626,718896251.6,1.843556579,66.42538543,9.108830379,78923003.47,31923,10822613.18,2.664124986
100,eth,2016-04-10T00:00:00.000000000Z,12983,1.89057967,700472806.6,1.90134562,80.65545695,8.871822924,78954777.69,32237,8684754.053,2.678318368
101,eth,2016-04-11T00:00:00.000000000Z,12213,1.85514642,686801361.1,1.856099184,145.2633407,8.695256715,78985748.62,30327,4727974.435,2.685248152
102,eth,2016-04-12T00:00:00.000000000Z,12764,1.60922608,592230592.6,1.816831543,88.33011234,7.494964174,79017134.56,34673,6704741.757,2.698129828
103,eth,2016-04-13T00:00:00.000000000Z,13109,1.71940722,635979706.2,1.896785315,85.51461861,8.045424461,79048620.66,36051,7437087.559,2.711690443
104,eth,2016-04-14T00:00:00.000000000Z,12455,1.96824968,668687874.7,1.919397189,90.64519597,8.455838275,79080021.75,34781,7376980.849,2.722580931
105,eth,2016-04-15T00:00:00.000000000Z,11977,1.92996852,649552763.1,1.985491984,158.0754282,8.210572013,79111755.19,34959,4109131.764,2.728967094
106,eth,2016-04-16T00:00:00.000000000Z,12022,1.98745536,678575439.4,2.012079953,211.9230271,8.574011391,79143286.44,30483,3201990.122,2.733377617
107,eth,2016-04-17T00:00:00.000000000Z,12623,2.17329886,739373931.4,1.965008493,114.7817284,9.338502452,79174785.81,40203,6441564.714,2.74272538
108,eth,2016-04-18T00:00:00.000000000Z,12628,2.0908682,711837167.1,2.069294153,149.4104933,8.987088524,79206649.09,33513,4764305.046,2.749696732
109,eth,2016-04-19T00:00:00.000000000Z,12548,2.0371651,693138046.9,2.07471606,233.575276,8.747548649,79237975.66,32622,2967514.622,2.753870218
110,eth,2016-04-20T00:00:00.000000000Z,12843,1.98005412,674196622.4,2.112027723,152.27705,8.505087213,79269807.06,32944,4427434.223,2.761350702
111,eth,2016-04-21T00:00:00.000000000Z,13765,1.89829574,646448728.3,2.140065132,201.829539,8.151817165,79301180.97,37181,3202944.086,2.766256949
112,eth,2016-04-22T00:00:00.000000000Z,12957,1.83973835,627263418.5,2.077766431,121.7718625,7.906739117,79332757.69,31678,5151135.951,2.774677693
113,eth,2016-04-23T00:00:00.000000000Z,12726,1.94137752,667651650,2.161980224,83.50411866,8.412477365,79364451.28,31845,7995433.766,2.786409998
114,eth,2016-04-24T00:00:00.000000000Z,12833,1.85059553,635790909.4,2.118489495,257.0288967,8.007851146,79395945.03,34046,2473616.459,2.790074781
115,eth,2016-04-25T00:00:00.000000000Z,13365,1.73941026,597271303.5,2.227035802,134.7513497,7.519648953,79428083.31,35430,4432395.705,2.798021964
116,eth,2016-04-26T00:00:00.000000000Z,13516,1.72123326,590576728,2.170360269,79.45520841,7.432436472,79459371.12,32582,7432825.863,2.812212648
117,eth,2016-04-27T00:00:00.000000000Z,13354,1.80550592,619469326,2.181104921,125.2161367,7.792925085,79491246.12,33847,4947200.436,2.82088688
118,eth,2016-04-28T00:00:00.000000000Z,13144,1.76032084,576860663.7,2.234922662,120.3079933,7.254016844,79522928.62,34343,4794865.643,2.829414915
119,eth,2016-04-29T00:00:00.000000000Z,15158,1.81167894,592669201.9,2.279795574,149.8720113,7.449840876,79554612.22,37332,3954502.225,2.835666041
120,eth,2016-04-30T00:00:00.000000000Z,19807,2.09867251,701723428.8,2.36349767,32.85229232,8.817115894,79586503.94,45769,21359953.27,2.86821479
121,eth,2016-05-01T00:00:00.000000000Z,15667,2.06660645,699021766.9,2.372026744,50.93019261,8.779748833,79617513,39578,13725095.69,2.888924943
122,eth,2016-05-02T00:00:00.000000000Z,17759,2.30774334,802169495.1,2.272270198,49.62431722,10.07125278,79649425.19,41748,16164847,2.911279362
123,eth,2016-05-03T00:00:00.000000000Z,15057,2.14762375,746019104.6,2.395119194,67.82214251,9.362546265,79681219.56,37821,10999639.31,2.927034439
124,eth,2016-05-04T00:00:00.000000000Z,14731,2.14705359,747494804.5,2.36512114,71.0787018,9.377364057,79712678.31,37484,10516438.62,2.941165944
125,eth,2016-05-05T00:00:00.000000000Z,14974,2.22057924,778905549.2,2.36724215,83.9723068,9.76751993,79744454.56,38707,9275743.145,2.953770188
126,eth,2016-05-06T00:00:00.000000000Z,14813,2.00688454,747992592.1,2.375345339,43.77700789,9.376137618,79776195.97,41271,17086425.69,2.978324428
127,eth,2016-05-07T00:00:00.000000000Z,14378,2.00205784,749359327.9,2.362510256,54.08658027,9.389553629,79807769.09,35864,13854810.64,2.996761565
128,eth,2016-05-08T00:00:00.000000000Z,14903,2.01227257,758680475.9,2.413487451,63.95525195,9.5025564,79839618.31,40063,11862676.68,3.013196349
129,eth,2016-05-09T00:00:00.000000000Z,15448,1.98161811,747242523.8,2.440300501,41.60372355,9.355568318,79871419.72,38560,17960953.01,3.03810105
130,eth,2016-05-10T00:00:00.000000000Z,15518,1.98127575,750455589.9,2.484352629,44.01265885,9.392068591,79903120.66,40684,17050903.3,3.062216857
131,eth,2016-05-11T00:00:00.000000000Z,17098,2.0183421,793903648,2.386056094,28.10728396,9.931943048,79934373.78,40811,28245477.19,3.09884501
132,eth,2016-05-12T00:00:00.000000000Z,18113,2.02538327,806592223.1,2.442821842,26.86521209,10.08661006,79966630.81,45002,30023668.54,3.137877559
133,eth,2016-05-13T00:00:00.000000000Z,18920,2.03763251,848146534.6,2.584523748,9.48092212,10.60198706,79998827.53,47739,89458232.47,3.247837088
134,eth,2016-05-14T00:00:00.000000000Z,16806,1.93082624,818847837.9,2.541328871,14.23584043,10.23169773,80030495.34,45745,57520161.32,3.321521921
135,eth,2016-05-15T00:00:00.000000000Z,16252,1.83405325,799078458.4,2.584095565,56.90799112,9.980708153,80062300.81,43073,14041586.12,3.338831422
136,eth,2016-05-16T00:00:00.000000000Z,15620,1.93485742,890176837,2.578802263,58.82966166,11.11417694,80093815.5,37424,15131428.8,3.356828943
137,eth,2016-05-17T00:00:00.000000000Z,17239,2.05208367,976425921,2.562178843,72.53415262,12.18612969,80126007.69,40309,13461602.37,3.372141575
138,eth,2016-05-18T00:00:00.000000000Z,19994,2.0954554,1071473420,2.660070655,51.56826733,13.36694918,80158412.06,46033,20777766.56,3.394224387
139,eth,2016-05-19T00:00:00.000000000Z,19769,2.15973435,1162402482,2.748933228,35.49977952,14.49554691,80190315.66,44523,32743935.25,3.426438022
140,eth,2016-05-20T00:00:00.000000000Z,20056,2.06867675,1095462574,2.798363031,40.0938357,13.65531947,80222405.34,45177,27322468.77,3.454939811
141,eth,2016-05-21T00:00:00.000000000Z,19027,2.09943358,1124119243,2.814471686,101.2108706,14.00697616,80254241.12,43621,11106704.61,3.466540083
142,eth,2016-05-22T00:00:00.000000000Z,16248,2.11403848,1142083568,2.821237938,147.0820629,14.22510076,80286501.12,38895,7764941.189,3.473573448
143,eth,2016-05-23T00:00:00.000000000Z,18526,2.0153438,1071293542,2.807525082,74.79491717,13.33805352,80318581.75,43806,14323079.47,3.488060675
144,eth,2016-05-24T00:00:00.000000000Z,17641,1.96785407,1024747804,2.859632763,58.13624847,12.75345791,80350585.03,42911,17626658.6,3.509050163
145,eth,2016-05-25T00:00:00.000000000Z,18653,1.929779,1006635713,2.862707909,54.41230547,12.52300162,80382942.06,46443,18500148.17,3.530506146
146,eth,2016-05-26T00:00:00.000000000Z,24821,1.92579418,1007354677,2.923442686,82.8261176,12.52695202,80414986.44,51147,12162282.94,3.545223306
147,eth,2016-05-27T00:00:00.000000000Z,20485,1.81033973,901591856.8,2.920902895,34.67807425,11.20723462,80447308.16,49006,25998902.08,3.577213106
148,eth,2016-05-28T00:00:00.000000000Z,29324,1.85338454,955626017.9,2.975016444,39.94058041,11.87413581,80479626.75,70148,23926192.56,3.603914385
149,eth,2016-05-29T00:00:00.000000000Z,19701,1.91794295,996895302.9,3.031661982,98.19171155,12.38200896,80511595.97,45890,10152540.24,3.615380381
150,eth,2016-05-30T00:00:00.000000000Z,18014,1.95734539,1021362119,3.018019529,110.3569087,12.68085955,80543603.16,42927,9255080.912,3.626561114
151,eth,2016-05-31T00:00:00.000000000Z,18729,2.14696458,1131818075,2.994822176,100.840895,14.04674174,80575132.37,44386,11223800.37,3.638080754
152,eth,2016-06-01T00:00:00.000000000Z,18033,2.12289032,1121506761,2.936118909,121.932241,13.91321921,80607280.34,42221,9197786.836,3.64666961
153,eth,2016-06-02T00:00:00.000000000Z,17774,2.10494895,1115077853,3.015471714,187.0307971,13.82794252,80639462.53,39666,5962001.285,3.651963358
154,eth,2016-06-03T00:00:00.000000000Z,17209,2.11306519,1120576660,3.139973573,156.1818217,13.89057349,80671734.72,39834,7174821.294,3.658280127
155,eth,2016-06-04T00:00:00.000000000Z,16879,2.00058453,1107580592,3.133643148,219.4920404,13.72400736,80703876.28,37875,5046108.235,3.662618176
156,eth,2016-06-05T00:00:00.000000000Z,16846,2.01412991,1124862198,3.099362379,210.1915816,13.93269087,80735459.41,37896,5351604.426,3.666852634
157,eth,2016-06-06T00:00:00.000000000Z,18113,2.01704982,1130066417,3.200568285,178.7947423,13.99154092,80767831.28,38957,6320467.828,3.672006339
158,eth,2016-06-07T00:00:00.000000000Z,21757,2.05148378,1174539527,3.204711146,102.3555544,14.53642036,80799777.22,46141,11475093.21,3.68360522
159,eth,2016-06-08T00:00:00.000000000Z,18505,2.02682037,1172361836,3.233066759,39.82223083,14.50367024,80832080.19,40433,29439883.48,3.708956508
160,eth,2016-06-09T00:00:00.000000000Z,17937,2.0190475,1170850904,3.395368367,210.762641,14.47920547,80864306.12,39854,5555305.715,3.713230805
161,eth,2016-06-10T00:00:00.000000000Z,18752,1.91422529,1128449661,3.202028562,98.30328919,13.94947896,80895470.34,40145,11479266.57,3.723060358
162,eth,2016-06-11T00:00:00.000000000Z,15665,1.93154547,1151569242,3.31526371,182.5573655,14.22958048,80927842.06,36901,6307985.647,3.72810948
163,eth,2016-06-12T00:00:00.000000000Z,19526,2.05182102,1277076984,3.325711591,84.96590027,15.77416002,80960062.69,42581,15030464.92,3.741317387
164,eth,2016-06-13T00:00:00.000000000Z,22543,2.19355442,1431378648,3.462266276,81.33197061,17.67302421,80992286.91,46185,17599212.67,3.754614491
165,eth,2016-06-14T00:00:00.000000000Z,22750,2.25782327,1518194781,3.467176556,67.70712385,18.73749358,81024432.37,50335,22422969.62,3.771061523
166,eth,2016-06-15T00:00:00.000000000Z,19951,2.22990544,1492192101,3.458750665,100.4330221,18.40932921,81056299.41,43251,14857584.38,3.781021029
167,eth,2016-06-16T00:00:00.000000000Z,20507,2.21327176,1680865987,3.459073479,61.79018749,20.72886637,81088177.06,43392,27202797.97,3.798418614
168,eth,2016-06-17T00:00:00.000000000Z,35310,1.89446565,1253695038,3.276442464,10.59364942,15.45451763,81121589.72,66558,118344018.1,3.896525868
169,eth,2016-06-18T00:00:00.000000000Z,34979,1.45994489,913782758.7,3.113438325,16.49691447,11.25958619,81155980.66,63083,55391131.51,3.959126085
170,eth,2016-06-19T00:00:00.000000000Z,24631,1.56813499,1000125081,3.561643955,52.16842402,12.31845337,81189176.12,51035,19171080.96,3.98028886
171,eth,2016-06-20T00:00:00.000000000Z,23734,1.4985522,949727909.9,3.524767281,36.32897126,11.69314814,81220890.97,47118,26142438.86,4.011663951
172,eth,2016-06-21T00:00:00.000000000Z,22409,1.63878909,1060410044,3.472256059,8.75173707,13.05073803,81252879.41,47323,121165665.2,4.128152587
173,eth,2016-06-22T00:00:00.000000000Z,25137,1.66046578,1075095281,3.623826896,38.82125642,13.22615496,81285550.03,48615,27693469.5,4.156678441
174,eth,2016-06-23T00:00:00.000000000Z,20580,1.75574723,1122034713,3.713848505,48.2412795,13.79821217,81317398.16,41908,23258809.15,4.177559136
175,eth,2016-06-24T00:00:00.000000000Z,21462,1.80489235,1170181538,3.692778694,68.15922271,14.38460631,81349570.03,45331,17168352.15,4.192663719
176,eth,2016-06-25T00:00:00.000000000Z,18544,1.79332239,1167735972,3.712998636,66.19030899,14.3489549,81381255.97,36684,17642098.81,4.208105119
177,eth,2016-06-26T00:00:00.000000000Z,22252,1.73318988,1127646053,3.775438375,153.5273318,13.85083646,81413570.66,41613,7344920.54,4.214306971
178,eth,2016-06-27T00:00:00.000000000Z,19552,1.75563804,1145876123,3.875066287,137.0431194,14.06920941,81445665.5,39663,8361427.617,4.220920261
179,eth,2016-06-28T00:00:00.000000000Z,21499,1.57175854,993055283.1,3.920692671,61.04875136,12.18804331,81477826.91,43089,16266594.5,4.239260084
